pic	r1&r2	r1|r2	iou
276.png	845.0	1550.0	0.5451612903225806
277.png	4813.0	6221.0	0.773669828001929
278.png	7116.0	9464.0	0.7519019442096365
279.png	5658.0	9112.0	0.6209394205443372
28.png	4440.0	6544.0	0.6784841075794621
280.png	3142.0	4688.0	0.6702218430034129
281.png	7389.0	9740.0	0.7586242299794661
282.png	3265.0	3916.0	0.833758937691522
283.png	6675.0	8335.0	0.8008398320335933
284.png	5339.0	6211.0	0.8596039285139269
285.png	3101.0	6445.0	0.48114817688130335
286.png	7195.0	9665.0	0.7444386963269529
287.png	704.0	2535.0	0.2777120315581854
288.png	4413.0	5784.0	0.7629668049792531
289.png	5873.0	7064.0	0.8313986409966025
29.png	5464.0	9199.0	0.5939776062615502
290.png	857.0	2291.0	0.374072457442165
291.png	6246.0	8447.0	0.7394341186219959
292.png	6990.0	8775.0	0.7965811965811965
293.png	5788.0	8369.0	0.6915999522045645
294.png	5892.0	7721.0	0.7631135863230152
295.png	5016.0	5767.0	0.8697763135078898
296.png	2995.0	4338.0	0.6904103273397879
297.png	1504.0	3805.0	0.39526938239159004
298.png	1003.0	1818.0	0.5517051705170517
299.png	298.0	664.0	0.44879518072289154
3.png	1899.0	6955.0	0.2730409777138749
30.png	2410.0	4687.0	0.5141881800725411
300.png	2019.0	3270.0	0.6174311926605505
301.png	1723.0	2906.0	0.5929112181693049
302.png	884.0	1660.0	0.5325301204819277
303.png	10557.0	11387.0	0.9271098621234741
304.png	3251.0	4416.0	0.7361865942028986
305.png	3371.0	5641.0	0.5975890799503634
306.png	2186.0	3059.0	0.7146126185027787
307.png	5099.0	7219.0	0.7063305166920626
308.png	1467.0	2244.0	0.6537433155080213
309.png	2163.0	3629.0	0.5960319647285753
31.png	6116.0	7763.0	0.7878397526729357
310.png	10477.0	14558.0	0.7196730320098915
311.png	6783.0	7785.0	0.8712909441233141
312.png	3593.0	4699.0	0.7646307725047883
313.png	2590.0	3745.0	0.6915887850467289
314.png	2349.0	6076.0	0.38660302830809745
315.png	1207.0	1883.0	0.6409984067976633
316.png	3393.0	4382.0	0.7743039707895938
317.png	2694.0	4233.0	0.6364280652019844
318.png	5153.0	5537.0	0.9306483655409066
319.png	2058.0	2444.0	0.8420621931260229
32.png	3271.0	5274.0	0.6202123625331817
320.png	5420.0	6142.0	0.882448713774015
321.png	6356.0	7169.0	0.8865950620728135
322.png	10188.0	11596.0	0.8785788202828562
323.png	5993.0	7088.0	0.8455135440180587
324.png	2967.0	3556.0	0.8343644544431946
325.png	1117.0	2260.0	0.4942477876106195
326.png	4305.0	5580.0	0.771505376344086
327.png	14951.0	15533.0	0.9625313847936651
328.png	3598.0	5405.0	0.6656799259944496
329.png	6680.0	7552.0	0.8845338983050848
33.png	4028.0	6951.0	0.5794849661919148
330.png	5854.0	7036.0	0.8320068220579875
331.png	11190.0	13953.0	0.8019780692324231
332.png	4100.0	4833.0	0.8483343678874405
333.png	1549.0	2121.0	0.7303158887317304
334.png	6357.0	8995.0	0.7067259588660367
335.png	15582.0	17781.0	0.8763286654293909
336.png	4856.0	7246.0	0.6701628484681204
337.png	7863.0	10240.0	0.76787109375
338.png	6648.0	11699.0	0.5682536968971706
339.png	4672.0	7948.0	0.587820835430297
34.png	4240.0	6761.0	0.6271261647685253
340.png	2893.0	3807.0	0.7599159443131074
341.png	3356.0	4100.0	0.8185365853658536
342.png	6364.0	9513.0	0.6689792914958478
343.png	4221.0	6135.0	0.6880195599022005
344.png	9257.0	11126.0	0.8320150997663132
345.png	5705.0	6958.0	0.8199195171026157
346.png	8472.0	10157.0	0.834104558432608
347.png	16050.0	22430.0	0.7155595185020063
348.png	8509.0	10573.0	0.8047857750874869
349.png	5823.0	7201.0	0.8086376892098319
35.png	2042.0	4795.0	0.4258602711157456
350.png	2526.0	2868.0	0.8807531380753139
351.png	5456.0	7033.0	0.7757713635717333
352.png	583.0	1161.0	0.5021533161068045
353.png	3037.0	4602.0	0.6599304650152108
354.png	1942.0	3549.0	0.5471963933502395
355.png	435.0	2110.0	0.20616113744075829
356.png	2610.0	4743.0	0.5502846299810247
358.png	996.0	2152.0	0.4628252788104089
359.png	3316.0	4184.0	0.7925430210325047
36.png	6491.0	10255.0	0.6329595319356411
360.png	394.0	808.0	0.4876237623762376
361.png	3179.0	4017.0	0.7913866069205875
362.png	472.0	1935.0	0.24392764857881136
363.png	6460.0	8396.0	0.7694140066698428
364.png	2298.0	4943.0	0.4648998583855958
365.png	4541.0	5923.0	0.7666722944453824
366.png	2872.0	4810.0	0.5970893970893971
367.png	313.0	864.0	0.36226851851851855
368.png	5277.0	7596.0	0.6947077409162717
369.png	1207.0	2854.0	0.42291520672740013
37.png	2854.0	5108.0	0.5587314017227878
370.png	2324.0	3167.0	0.7338174928954847
371.png	8096.0	10843.0	0.7466568292907867
372.png	125.0	936.0	0.13354700854700854
373.png	2893.0	6132.0	0.4717873450750163
374.png	701.0	1040.0	0.6740384615384616
375.png	1721.0	5927.0	0.2903661211405433
376.png	9116.0	12219.0	0.7460512316883542
377.png	0.0	510.0	0.0
378.png	335.0	876.0	0.3824200913242009
379.png	3349.0	3851.0	0.8696442482472085
38.png	4332.0	5559.0	0.7792768483540206
380.png	1381.0	2606.0	0.5299309286262471
381.png	1320.0	2109.0	0.6258890469416786
382.png	1399.0	2706.0	0.5169992609016999
383.png	5357.0	6309.0	0.8491044539546679
384.png	3014.0	3834.0	0.7861241523213354
385.png	6135.0	8893.0	0.6898684358484201
386.png	7032.0	9462.0	0.7431832593532023
387.png	3111.0	3736.0	0.8327087794432548
388.png	3430.0	5798.0	0.5915833045877888
389.png	899.0	1894.0	0.4746568109820486
39.png	9957.0	11761.0	0.8466116826800442
390.png	4202.0	5245.0	0.8011439466158246
391.png	2250.0	3796.0	0.5927291886195996
392.png	8489.0	9772.0	0.8687065083913221
393.png	4601.0	6440.0	0.7144409937888199
394.png	5757.0	7046.0	0.8170593244393982
395.png	1454.0	2279.0	0.637999122422115
396.png	1584.0	3006.0	0.5269461077844312
397.png	139.0	294.0	0.47278911564625853
398.png	1363.0	1743.0	0.7819850831899025
399.png	1130.0	2384.0	0.473993288590604
4.png	2505.0	4330.0	0.5785219399538106
40.png	4022.0	5100.0	0.7886274509803921
400.png	475.0	1197.0	0.3968253968253968
401.png	3735.0	5298.0	0.7049830124575311
402.png	117.0	351.0	0.3333333333333333
403.png	4094.0	6477.0	0.6320827543615871
404.png	1331.0	4386.0	0.3034655722754218
405.png	2531.0	3579.0	0.7071807767532831
406.png	15858.0	18152.0	0.873622741295725
407.png	3760.0	5092.0	0.7384131971720346
408.png	5964.0	8037.0	0.7420679357969392
409.png	9900.0	11899.0	0.832002689301622
41.png	3299.0	5994.0	0.5503837170503837
410.png	2117.0	3256.0	0.6501842751842751
411.png	4800.0	5978.0	0.8029441284710606
412.png	5685.0	7483.0	0.7597220366163303
413.png	5803.0	7295.0	0.7954763536668952
414.png	5106.0	6229.0	0.8197142398458822
415.png	11437.0	14134.0	0.8091835290788171
416.png	4373.0	5445.0	0.8031221303948577
417.png	2401.0	3188.0	0.7531367628607277
418.png	4293.0	6631.0	0.647413663097572
419.png	4169.0	5650.0	0.7378761061946902
42.png	4274.0	5400.0	0.7914814814814815
420.png	5451.0	6735.0	0.8093541202672606
421.png	2372.0	3231.0	0.7341380377592077
422.png	6819.0	7928.0	0.8601160443995963
423.png	0.0	810.0	0.0
424.png	3106.0	4986.0	0.6229442438828721
425.png	3159.0	4803.0	0.6577139287945034
426.png	1924.0	3841.0	0.5009112210361885
427.png	5787.0	6599.0	0.8769510531898772
428.png	5058.0	5575.0	0.9072645739910314
429.png	7241.0	10467.0	0.6917932549918793
43.png	1873.0	3112.0	0.6018637532133676
430.png	4421.0	6236.0	0.7089480436177037
431.png	5444.0	9010.0	0.6042175360710322
432.png	3539.0	6049.0	0.5850553810547198
433.png	0.0	1411.0	0.0
434.png	6136.0	7860.0	0.7806615776081425
435.png	3772.0	7113.0	0.530296639955012
436.png	625.0	2706.0	0.2309682187730968
437.png	1421.0	2383.0	0.5963071758287872
438.png	12921.0	14914.0	0.8663671717849001
439.png	1491.0	2323.0	0.6418424451140766
44.png	2995.0	3694.0	0.810774228478614
440.png	7140.0	7616.0	0.9375
441.png	2899.0	5542.0	0.5230963551064598
442.png	1544.0	2757.0	0.5600290170475154
443.png	5777.0	6731.0	0.8582677165354331
444.png	7256.0	8825.0	0.8222096317280453
445.png	3678.0	5757.0	0.6388744137571651
446.png	4524.0	6539.0	0.6918489065606361
447.png	3534.0	5389.0	0.6557802931898311
448.png	2647.0	3300.0	0.8021212121212121
449.png	9955.0	10972.0	0.9073095151294204
45.png	6601.0	8125.0	0.8124307692307692
450.png	6923.0	8283.0	0.8358082820234215
451.png	4022.0	4865.0	0.82672147995889
452.png	7263.0	9535.0	0.761719979024646
453.png	8979.0	12377.0	0.7254585117556759
454.png	844.0	2588.0	0.3261205564142195
455.png	5974.0	10663.0	0.5602550876863922
456.png	8300.0	10532.0	0.7880744398025067
458.png	1345.0	3010.0	0.446843853820598
459.png	8739.0	10735.0	0.8140661387983232
46.png	6623.0	11134.0	0.5948446200826298
460.png	9883.0	12503.0	0.7904502919299368
461.png	9826.0	10859.0	0.9048715351321485
462.png	2448.0	6054.0	0.4043607532210109
463.png	7041.0	7872.0	0.8944359756097561
464.png	4920.0	5686.0	0.8652831516004221
465.png	3212.0	4719.0	0.6806526806526807
466.png	2655.0	3481.0	0.7627118644067796
467.png	1082.0	1497.0	0.7227788911155645
468.png	726.0	2924.0	0.24829001367989056
469.png	4052.0	5739.0	0.7060463495382471
47.png	2524.0	3741.0	0.6746859128575248
470.png	4101.0	4660.0	0.8800429184549357
471.png	1295.0	1884.0	0.6873673036093418
472.png	8488.0	10368.0	0.8186728395061729
473.png	7264.0	8484.0	0.8561999057048562
474.png	3682.0	4157.0	0.8857349049795525
475.png	1199.0	2088.0	0.5742337164750958
476.png	2732.0	3722.0	0.7340139709833423
477.png	6480.0	7716.0	0.8398133748055988
478.png	2474.0	5051.0	0.4898039992080776
479.png	5257.0	7158.0	0.7344230231908354
48.png	3595.0	5453.0	0.6592701265358518
480.png	2457.0	3275.0	0.7502290076335878
481.png	3641.0	4763.0	0.7644341801385681
482.png	4090.0	5699.0	0.7176697666257238
483.png	464.0	582.0	0.7972508591065293
484.png	1819.0	3110.0	0.5848874598070739
485.png	3081.0	5100.0	0.6041176470588235
486.png	5966.0	7087.0	0.8418230563002681
487.png	7409.0	10347.0	0.716052962211269
488.png	2696.0	3622.0	0.74434014356709
489.png	5145.0	8057.0	0.6385751520417029
49.png	9505.0	11176.0	0.8504831782390837
490.png	5873.0	7860.0	0.7472010178117048
491.png	3058.0	4118.0	0.7425934919864011
492.png	5798.0	8357.0	0.6937896374296997
493.png	12576.0	17873.0	0.7036311755161416
494.png	5258.0	7160.0	0.7343575418994414
495.png	6018.0	7930.0	0.758890290037831
496.png	7197.0	9978.0	0.7212868310282622
497.png	4996.0	5654.0	0.883622214361514
498.png	2807.0	3324.0	0.8444645006016848
499.png	5640.0	6580.0	0.8571428571428571
5.png	8469.0	11790.0	0.7183206106870229
50.png	2231.0	4565.0	0.4887185104052574
500.png	12359.0	14628.0	0.8448865190046486
501.png	2343.0	3791.0	0.6180427327881826
502.png	5087.0	8152.0	0.6240186457311089
503.png	4231.0	5729.0	0.7385233024960726
504.png	2629.0	3709.0	0.7088163925586412
505.png	2934.0	3825.0	0.7670588235294118
506.png	3410.0	4395.0	0.7758816837315131
507.png	5784.0	8101.0	0.7139859276632514
508.png	7786.0	11606.0	0.6708599000516974
509.png	11721.0	13433.0	0.8725526688007147
51.png	2463.0	3779.0	0.6517597247949193
510.png	81.0	971.0	0.08341915550978372
511.png	2712.0	3702.0	0.7325769854132901
512.png	907.0	1357.0	0.6683861459100958
513.png	3870.0	4823.0	0.8024051420277836
514.png	3997.0	5191.0	0.7699865151223271
515.png	2904.0	6000.0	0.484
516.png	3265.0	4762.0	0.6856362872742545
517.png	7310.0	9003.0	0.8119515716983228
518.png	890.0	2091.0	0.4256336681013869
519.png	3489.0	5813.0	0.6002064338551523
52.png	5449.0	6983.0	0.7803236431333238
520.png	3881.0	5300.0	0.7322641509433963
521.png	2198.0	3016.0	0.7287798408488063
522.png	535.0	851.0	0.6286721504112809
523.png	2404.0	3317.0	0.7247512812782635
524.png	1340.0	1526.0	0.8781127129750983
525.png	2613.0	3680.0	0.710054347826087
526.png	3784.0	5015.0	0.7545363908275174
527.png	1498.0	2813.0	0.5325275506576609
528.png	6631.0	8641.0	0.7673880337923852
529.png	2725.0	3693.0	0.7378824803682643
53.png	11138.0	12454.0	0.8943311385900112
530.png	5057.0	6437.0	0.7856144166537207
531.png	3544.0	5080.0	0.6976377952755906
532.png	11067.0	13704.0	0.8075744308231173
533.png	1050.0	2019.0	0.5200594353640416
534.png	359.0	1671.0	0.21484141232794735
535.png	1485.0	4735.0	0.3136219640971489
536.png	5518.0	7659.0	0.7204595900248074
537.png	9533.0	11328.0	0.8415430790960452
538.png	2104.0	3733.0	0.5636217519421377
539.png	951.0	2428.0	0.39168039538714994
54.png	8426.0	10349.0	0.8141849454053531
540.png	2950.0	3930.0	0.7506361323155216
541.png	2650.0	4519.0	0.5864129232131002
542.png	4810.0	5613.0	0.856939248173882
543.png	1219.0	2266.0	0.5379523389232127
544.png	2585.0	3867.0	0.6684768554434962
545.png	6880.0	9096.0	0.7563764291996482
546.png	1157.0	3307.0	0.3498639250075597
547.png	466.0	1997.0	0.23335002503755634
548.png	1404.0	3063.0	0.4583741429970617
549.png	1001.0	1825.0	0.5484931506849315
55.png	6121.0	7087.0	0.8636940877663327
550.png	7305.0	10352.0	0.705660741885626
551.png	7302.0	9284.0	0.7865144334338647
552.png	3076.0	4424.0	0.6952983725135624
553.png	2729.0	3774.0	0.7231054583995761
554.png	7498.0	8530.0	0.8790152403282532
555.png	9676.0	11161.0	0.8669474061464026
556.png	3278.0	3928.0	0.8345213849287169
558.png	9442.0	11271.0	0.83772513530299
559.png	2658.0	3479.0	0.7640126473124461
56.png	3421.0	4636.0	0.7379206212251941
560.png	10107.0	12055.0	0.8384072998755703
561.png	15367.0	16237.0	0.9464186734002586
562.png	5446.0	9205.0	0.5916349809885931
563.png	2299.0	3839.0	0.5988538681948424
564.png	2521.0	4453.0	0.5661351897597126
565.png	6319.0	8594.0	0.7352804282057249
566.png	123.0	1085.0	0.11336405529953918
567.png	4431.0	7299.0	0.6070694615700781
568.png	6261.0	9320.0	0.6717811158798284
569.png	1586.0	2723.0	0.5824458318031582
570.png	436.0	1512.0	0.28835978835978837
571.png	2514.0	3426.0	0.7338003502626971
572.png	3075.0	4210.0	0.7304038004750594
573.png	9219.0	13416.0	0.6871645796064401
574.png	3837.0	5169.0	0.7423099245502032
575.png	3646.0	5155.0	0.707274490785645
576.png	1160.0	2409.0	0.48152760481527607
577.png	4531.0	7740.0	0.5854005167958657
578.png	5815.0	7490.0	0.7763684913217623
579.png	5620.0	7883.0	0.7129265508055309
58.png	1366.0	1599.0	0.8542839274546592
580.png	3353.0	4924.0	0.6809504467912266
581.png	1826.0	5207.0	0.3506817745342808
582.png	3120.0	5255.0	0.5937202664129401
583.png	3808.0	5020.0	0.7585657370517929
584.png	987.0	1374.0	0.7183406113537117
585.png	1181.0	8114.0	0.1455508996795662
586.png	440.0	5990.0	0.07345575959933222
587.png	9640.0	12760.0	0.7554858934169278
588.png	6743.0	7534.0	0.895009291213167
589.png	3263.0	6050.0	0.5393388429752066
59.png	6512.0	7758.0	0.8393915957721062
590.png	3108.0	4326.0	0.7184466019417476
591.png	4881.0	7211.0	0.6768825405630287
592.png	2282.0	7573.0	0.301333685461508
593.png	3496.0	4119.0	0.8487496965282836
594.png	1692.0	3231.0	0.5236768802228412
595.png	5603.0	10968.0	0.5108497447118892
596.png	7508.0	9557.0	0.785602176415193
597.png	6583.0	7781.0	0.8460352139827786
598.png	3758.0	5003.0	0.7511493104137518
599.png	3728.0	6266.0	0.5949569103096074
6.png	3387.0	5814.0	0.5825593395252838
60.png	6077.0	7760.0	0.7831185567010309
600.png	5176.0	6880.0	0.7523255813953489
601.png	7425.0	9645.0	0.7698289269051322
602.png	6229.0	7863.0	0.7921912755945568
603.png	2049.0	3823.0	0.535966518441015
604.png	1926.0	3541.0	0.5439141485456086
605.png	5058.0	8212.0	0.6159279103750609
606.png	5725.0	7813.0	0.7327531038013567
607.png	3824.0	4968.0	0.7697262479871175
608.png	751.0	1902.0	0.39484752891692954
609.png	3768.0	5003.0	0.75314811113332
61.png	4573.0	6380.0	0.7167711598746082
610.png	2585.0	4869.0	0.5309098377490244
611.png	8520.0	9518.0	0.8951460390838412
612.png	9486.0	10520.0	0.9017110266159696
613.png	10820.0	13534.0	0.7994680065021428
614.png	5538.0	7868.0	0.7038637519064566
615.png	1230.0	2579.0	0.4769290422644436
616.png	1765.0	2036.0	0.8668958742632613
617.png	9944.0	14443.0	0.6884996191926885
618.png	13894.0	15551.0	0.8934473667288277
619.png	6694.0	8384.0	0.798425572519084
62.png	4080.0	5774.0	0.7066158642189123
620.png	6425.0	8541.0	0.7522538344456152
621.png	4450.0	5651.0	0.7874712440276057
622.png	3517.0	6159.0	0.5710342588082481
623.png	2864.0	4766.0	0.6009232060428031
624.png	1499.0	2099.0	0.7141495950452597
625.png	2021.0	4385.0	0.46088939566704673
626.png	3735.0	4225.0	0.8840236686390532
627.png	5202.0	7743.0	0.6718326230143356
628.png	7175.0	7561.0	0.9489485517788653
629.png	2318.0	3295.0	0.7034901365705615
63.png	5388.0	6519.0	0.8265071329958582
630.png	5255.0	7134.0	0.7366134006167648
631.png	4448.0	6207.0	0.7166102787175769
632.png	5007.0	6011.0	0.8329728830477457
633.png	5070.0	7122.0	0.7118786857624263
634.png	13635.0	16282.0	0.8374278344183761
635.png	3008.0	3583.0	0.8395199553446833
636.png	4522.0	5338.0	0.8471337579617835
637.png	8389.0	10909.0	0.7689980749839582
638.png	3068.0	6635.0	0.46239638281838735
639.png	498.0	2191.0	0.22729347329986307
64.png	4606.0	6068.0	0.7590639419907712
640.png	1320.0	2345.0	0.5628997867803838
641.png	29.0	1488.0	0.019489247311827957
642.png	4785.0	5135.0	0.9318403115871471
643.png	8309.0	9213.0	0.9018777813958537
644.png	10898.0	12474.0	0.8736572069905403
645.png	4666.0	5665.0	0.8236540158870256
646.png	5010.0	6707.0	0.7469807663635009
647.png	1370.0	2360.0	0.5805084745762712
648.png	3017.0	4338.0	0.6954817888427847
649.png	1407.0	2328.0	0.604381443298969
65.png	8384.0	11757.0	0.7131070851407671
650.png	9131.0	12944.0	0.7054233621755254
651.png	0.0	770.0	0.0
652.png	6605.0	8884.0	0.7434714092751014
653.png	1981.0	3769.0	0.5256036083841867
654.png	3906.0	5844.0	0.6683778234086243
655.png	2181.0	6029.0	0.3617515342511196
656.png	3827.0	7590.0	0.5042160737812912
