pic	r1&r2	r1|r2	iou
658.png	14139.0	15809.0	0.8943639698905687
659.png	5848.0	7550.0	0.7745695364238411
66.png	5420.0	6738.0	0.8043929949539923
660.png	1905.0	2891.0	0.6589415427187825
661.png	3808.0	9483.0	0.40156068754613516
662.png	1778.0	3039.0	0.5850608752879236
663.png	16467.0	19101.0	0.8621014606565102
664.png	1184.0	2113.0	0.5603407477520114
665.png	8365.0	9983.0	0.8379244716017229
666.png	0.0	705.0	0.0
667.png	4473.0	6351.0	0.7042985356636751
668.png	7857.0	10300.0	0.7628155339805825
669.png	2359.0	2985.0	0.790284757118928
67.png	6927.0	7930.0	0.8735182849936949
670.png	5398.0	8421.0	0.6410165063531648
671.png	4631.0	6441.0	0.7189877348237851
672.png	1097.0	2042.0	0.5372184133202742
673.png	6377.0	10211.0	0.6245225736950347
674.png	270.0	1182.0	0.22842639593908629
675.png	8767.0	10516.0	0.8336820083682008
676.png	1713.0	2969.0	0.576961940047154
677.png	408.0	496.0	0.8225806451612904
678.png	165.0	690.0	0.2391304347826087
679.png	1203.0	4348.0	0.2766789328426863
68.png	3618.0	6107.0	0.5924349107581464
680.png	5747.0	6605.0	0.8700984102952309
681.png	2345.0	4531.0	0.5175457956301037
682.png	8064.0	10226.0	0.7885781341678075
683.png	10991.0	11594.0	0.947990339830947
684.png	1335.0	2865.0	0.46596858638743455
685.png	6726.0	9665.0	0.6959130884635282
686.png	2835.0	6293.0	0.45050055617352613
687.png	8855.0	11505.0	0.7696653628857019
688.png	3109.0	4181.0	0.7436020090887348
689.png	2328.0	4018.0	0.5793927327028372
69.png	1594.0	3658.0	0.43575724439584473
690.png	9043.0	10902.0	0.8294808292056504
691.png	3346.0	5285.0	0.633112582781457
692.png	5806.0	7129.0	0.814419974751017
693.png	347.0	1875.0	0.18506666666666666
694.png	1623.0	1951.0	0.831881086622245
695.png	4305.0	6603.0	0.651976374375284
696.png	417.0	1390.0	0.3
697.png	1061.0	2126.0	0.49905926622765756
698.png	860.0	3374.0	0.2548903378778897
699.png	5726.0	7812.0	0.7329749103942652
7.png	832.0	2455.0	0.3389002036659878
70.png	2931.0	3932.0	0.7454221770091557
700.png	4398.0	7352.0	0.5982045701849836
701.png	0.0	380.0	0.0
702.png	12647.0	14081.0	0.898160641999858
703.png	1100.0	3772.0	0.2916224814422057
704.png	593.0	3177.0	0.18665407617248977
705.png	667.0	2694.0	0.2475872308834447
706.png	3048.0	3874.0	0.7867836861125451
707.png	2907.0	4653.0	0.6247582205029013
708.png	1870.0	2471.0	0.7567786321327398
709.png	2474.0	3955.0	0.6255372945638432
71.png	332.0	2174.0	0.15271389144434222
710.png	2338.0	2682.0	0.8717375093214019
711.png	1130.0	1796.0	0.6291759465478842
712.png	1274.0	1761.0	0.7234525837592277
713.png	3726.0	5488.0	0.6789358600583091
714.png	2494.0	4311.0	0.5785200649501275
715.png	5427.0	5782.0	0.9386025596679349
716.png	2724.0	4141.0	0.6578121226756822
717.png	1799.0	2951.0	0.6096238563198916
718.png	1777.0	3050.0	0.5826229508196721
719.png	4144.0	5461.0	0.7588353781358725
72.png	1436.0	5755.0	0.24952215464813207
720.png	5799.0	6897.0	0.8408003479773815
721.png	5235.0	6449.0	0.8117537602729106
722.png	1871.0	2543.0	0.7357451828548958
723.png	2395.0	3186.0	0.7517263025737602
724.png	4991.0	7808.0	0.6392161885245902
725.png	6971.0	11007.0	0.6333242482056873
726.png	10535.0	13646.0	0.7720211050857394
727.png	1279.0	1734.0	0.73760092272203
728.png	3305.0	4745.0	0.6965226554267651
729.png	4418.0	5654.0	0.7813937035726919
73.png	3129.0	4402.0	0.7108132666969559
730.png	6582.0	7221.0	0.9115081013710012
731.png	3609.0	4069.0	0.8869501105922831
732.png	10639.0	16469.0	0.6460015787236626
733.png	1753.0	2374.0	0.7384161752316765
734.png	59.0	2569.0	0.022966134682755938
735.png	3588.0	5131.0	0.6992788930033131
736.png	0.0	1046.0	0.0
737.png	1067.0	2199.0	0.48522055479763526
738.png	301.0	500.0	0.602
739.png	11386.0	14358.0	0.7930073826438223
74.png	7812.0	9117.0	0.8568608094768015
740.png	2860.0	3971.0	0.7202216066481995
741.png	3339.0	5961.0	0.5601409159536991
742.png	1329.0	3276.0	0.4056776556776557
743.png	4454.0	7912.0	0.5629423660262892
744.png	197.0	762.0	0.2585301837270341
745.png	561.0	1427.0	0.3931324456902593
746.png	497.0	3181.0	0.1562401760452688
747.png	458.0	2337.0	0.19597774925117672
748.png	0.0	595.0	0.0
749.png	1107.0	1562.0	0.7087067861715749
75.png	5390.0	6938.0	0.7768809455174401
750.png	1860.0	4514.0	0.412051395657953
751.png	3175.0	4951.0	0.6412845889719249
752.png	2481.0	5245.0	0.47302192564346995
753.png	5893.0	6730.0	0.875631500742942
754.png	3890.0	5702.0	0.6822167660470011
755.png	7066.0	8700.0	0.8121839080459771
756.png	1615.0	2419.0	0.6676312525837123
758.png	7029.0	13242.0	0.5308110557317626
759.png	3194.0	5284.0	0.6044663133989402
76.png	3391.0	4361.0	0.7775739509286861
760.png	1814.0	3322.0	0.5460565924142083
761.png	219.0	1399.0	0.15654038598999284
762.png	4593.0	7734.0	0.5938712179984484
763.png	5311.0	6134.0	0.8658298011085751
764.png	6219.0	9558.0	0.6506591337099812
765.png	1782.0	6476.0	0.27516985793699816
766.png	221.0	326.0	0.6779141104294478
767.png	15894.0	18789.0	0.845920485390388
768.png	3913.0	4513.0	0.8670507423000221
769.png	3879.0	6139.0	0.631861866753543
77.png	5713.0	8143.0	0.7015841827336362
770.png	3083.0	4501.0	0.6849588980226616
771.png	3941.0	4687.0	0.8408363558779604
772.png	1119.0	2007.0	0.5575485799701047
773.png	1263.0	1946.0	0.6490236382322713
774.png	1581.0	3784.0	0.4178118393234672
775.png	4378.0	8311.0	0.5267717482854049
776.png	1517.0	2282.0	0.6647677475898335
777.png	1401.0	1770.0	0.7915254237288135
778.png	7274.0	8867.0	0.8203450998082779
779.png	875.0	1332.0	0.6569069069069069
78.png	6376.0	7464.0	0.8542336548767417
780.png	5100.0	7610.0	0.6701708278580815
781.png	3029.0	5002.0	0.6055577768892443
782.png	4409.0	5329.0	0.8273597297804466
783.png	819.0	1513.0	0.5413086582947786
784.png	11375.0	15442.0	0.7366273798730735
785.png	8042.0	9660.0	0.8325051759834369
786.png	2590.0	4602.0	0.5627987831377662
787.png	6525.0	9120.0	0.7154605263157895
788.png	1737.0	4194.0	0.41416309012875535
789.png	3269.0	3551.0	0.9205857504928189
79.png	2686.0	4009.0	0.6699925168371165
790.png	679.0	1465.0	0.463481228668942
791.png	1393.0	4283.0	0.3252393182348821
792.png	4563.0	5991.0	0.7616424636955433
793.png	963.0	2029.0	0.47461803844258255
794.png	9893.0	11547.0	0.8567593314280766
795.png	12220.0	15309.0	0.7982232673590698
796.png	9837.0	14190.0	0.6932346723044397
797.png	2295.0	3954.0	0.5804248861911988
798.png	3811.0	6012.0	0.6338988689288091
799.png	6914.0	9741.0	0.7097833897957089
8.png	330.0	1907.0	0.17304667016255898
80.png	3300.0	4296.0	0.7681564245810056
800.png	2452.0	5338.0	0.45934807043836645
801.png	7108.0	8804.0	0.8073602907769196
802.png	202.0	391.0	0.5166240409207161
803.png	0.0	332.0	0.0
804.png	2993.0	4122.0	0.7261038330907327
805.png	199.0	1045.0	0.19043062200956937
806.png	4466.0	6121.0	0.7296193432445679
807.png	12854.0	13337.0	0.9637849591362375
808.png	4072.0	6977.0	0.5836319334957718
809.png	1140.0	3433.0	0.33207107486163706
81.png	4930.0	6390.0	0.7715179968701096
810.png	738.0	1264.0	0.5838607594936709
811.png	4115.0	6224.0	0.6611503856041131
812.png	4356.0	5788.0	0.7525915687629579
813.png	3045.0	5089.0	0.5983493810178817
814.png	649.0	1655.0	0.3921450151057402
815.png	528.0	1797.0	0.2938230383973289
816.png	9345.0	10146.0	0.9210526315789473
817.png	2334.0	4497.0	0.5190126751167445
818.png	4981.0	6101.0	0.8164235371250614
819.png	8063.0	10195.0	0.7908778813143698
82.png	1662.0	4618.0	0.3598960588999567
820.png	2028.0	3792.0	0.5348101265822784
821.png	550.0	1057.0	0.5203405865657521
822.png	3329.0	6123.0	0.5436877347705373
823.png	380.0	754.0	0.5039787798408488
824.png	2580.0	3294.0	0.7832422586520947
825.png	1425.0	2117.0	0.67312234293812
826.png	10435.0	14174.0	0.736207139833498
827.png	7684.0	11214.0	0.685214909934011
828.png	1554.0	2177.0	0.7138263665594855
829.png	4651.0	6031.0	0.7711822251699553
83.png	4587.0	7567.0	0.6061847495705035
830.png	0.0	902.0	0.0
831.png	5345.0	6886.0	0.7762126052860877
832.png	3289.0	4454.0	0.7384373596766951
833.png	3792.0	4746.0	0.7989886219974716
834.png	5346.0	11322.0	0.47217806041335453
835.png	1474.0	4132.0	0.35672797676669893
836.png	2750.0	5881.0	0.46760754973643937
837.png	5358.0	7032.0	0.7619453924914675
838.png	1136.0	1958.0	0.5801838610827375
839.png	4644.0	6490.0	0.715562403697997
84.png	7983.0	9567.0	0.8344308560677328
840.png	4828.0	8374.0	0.5765464533078577
841.png	5538.0	8901.0	0.6221772834512976
842.png	6421.0	11118.0	0.577531930203274
843.png	12006.0	13643.0	0.8800117276258888
844.png	4097.0	6730.0	0.6087667161961366
845.png	4627.0	6436.0	0.718924798011187
846.png	4823.0	6960.0	0.6929597701149425
847.png	10488.0	12394.0	0.846215910924641
848.png	8214.0	9212.0	0.8916630481980026
849.png	0.0	198.0	0.0
85.png	5880.0	7550.0	0.7788079470198676
850.png	2693.0	5448.0	0.49430983847283405
851.png	3136.0	3840.0	0.8166666666666667
852.png	8544.0	9376.0	0.9112627986348123
853.png	2170.0	3669.0	0.5914418097574271
854.png	2352.0	4400.0	0.5345454545454545
855.png	2433.0	3994.0	0.6091637456184277
856.png	5096.0	6416.0	0.7942643391521197
858.png	9076.0	10798.0	0.8405260233376551
859.png	7683.0	8952.0	0.8582439678284183
86.png	4053.0	6741.0	0.6012461059190031
860.png	2617.0	4219.0	0.6202891680493008
861.png	7360.0	10705.0	0.6875291919663709
862.png	1810.0	3764.0	0.4808714133900106
863.png	2536.0	7922.0	0.3201211815198182
864.png	1557.0	2656.0	0.5862198795180723
865.png	1664.0	3995.0	0.4165206508135169
866.png	4347.0	5125.0	0.8481951219512195
867.png	6593.0	8335.0	0.791001799640072
868.png	7526.0	9526.0	0.7900482888935545
869.png	2431.0	3637.0	0.6684080285949959
87.png	5541.0	6676.0	0.8299880167765129
870.png	3454.0	4899.0	0.7050418452745458
871.png	2122.0	4279.0	0.4959102594064034
872.png	2169.0	2928.0	0.7407786885245902
873.png	6104.0	9169.0	0.6657214527211255
874.png	643.0	3644.0	0.17645444566410537
875.png	11751.0	13733.0	0.8556761086434137
876.png	5514.0	6078.0	0.9072063178677197
877.png	7061.0	9335.0	0.7564006427423674
878.png	162.0	1900.0	0.08526315789473685
879.png	6488.0	8522.0	0.7613236329500117
88.png	4626.0	5433.0	0.8514632799558255
880.png	723.0	1088.0	0.6645220588235294
881.png	6130.0	7010.0	0.8744650499286734
882.png	0.0	713.0	0.0
883.png	3695.0	8660.0	0.4266743648960739
884.png	8054.0	9714.0	0.8291126209594399
885.png	9460.0	10487.0	0.9020692285687041
886.png	10111.0	10665.0	0.9480543834974214
887.png	4018.0	5279.0	0.7611290017048683
888.png	1725.0	1892.0	0.9117336152219874
889.png	3899.0	6435.0	0.6059052059052059
89.png	10086.0	12289.0	0.8207339897469281
890.png	1144.0	4852.0	0.23577906018136852
891.png	6045.0	6668.0	0.9065686862627474
892.png	508.0	704.0	0.7215909090909091
893.png	4977.0	6054.0	0.8221010901883052
894.png	291.0	616.0	0.4724025974025974
895.png	2001.0	3318.0	0.6030741410488246
896.png	1308.0	3545.0	0.3689703808180536
897.png	496.0	2055.0	0.2413625304136253
898.png	3374.0	4012.0	0.8409770687936191
899.png	2481.0	4391.0	0.5650193577772717
9.png	8418.0	9580.0	0.878705636743215
90.png	5136.0	6825.0	0.7525274725274725
900.png	976.0	2012.0	0.4850894632206759
901.png	2743.0	3895.0	0.7042362002567394
902.png	0.0	357.0	0.0
903.png	436.0	3413.0	0.1277468502783475
904.png	0.0	1982.0	0.0
905.png	1899.0	4359.0	0.43565037852718513
906.png	377.0	894.0	0.4217002237136465
907.png	2165.0	3166.0	0.6838281743524952
908.png	211.0	2581.0	0.08175125920185974
909.png	6721.0	8365.0	0.8034668260609683
91.png	2405.0	3591.0	0.6697298802561961
910.png	414.0	4669.0	0.08866995073891626
911.png	4022.0	6709.0	0.5994932180652854
912.png	1322.0	3231.0	0.4091612503868771
913.png	5462.0	6335.0	0.8621941594317285
914.png	4450.0	4848.0	0.9179042904290429
915.png	7804.0	11364.0	0.6867300246392115
916.png	3386.0	5135.0	0.659396299902629
917.png	3502.0	5468.0	0.6404535479151426
918.png	2234.0	4059.0	0.5503818674550381
919.png	5452.0	6729.0	0.8102244018427701
92.png	2842.0	5438.0	0.5226186097830084
920.png	1865.0	3125.0	0.5968
921.png	1717.0	2577.0	0.6662786185487001
922.png	4916.0	6857.0	0.7169316027417237
923.png	3752.0	5647.0	0.6644235877457056
924.png	2416.0	5542.0	0.435943702634428
925.png	4049.0	4899.0	0.826495203102674
926.png	1688.0	2121.0	0.7958510136727959
927.png	3361.0	5786.0	0.5808848945731075
928.png	2198.0	3687.0	0.5961486303227557
929.png	2543.0	3907.0	0.650883030458152
93.png	7304.0	8449.0	0.8644810036690732
930.png	2241.0	2499.0	0.8967587034813925
931.png	804.0	2468.0	0.32576985413290116
932.png	4283.0	7492.0	0.5716764548852109
933.png	6782.0	7626.0	0.8893259900340938
934.png	2585.0	3097.0	0.8346787213432354
935.png	3470.0	4644.0	0.7472006890611542
936.png	1444.0	1693.0	0.8529238038984052
937.png	28.0	539.0	0.05194805194805195
938.png	3108.0	4504.0	0.6900532859680284
939.png	6365.0	8635.0	0.7371163867979155
94.png	1280.0	2234.0	0.5729632945389436
940.png	579.0	841.0	0.6884661117717004
941.png	14.0	268.0	0.05223880597014925
942.png	1984.0	2372.0	0.836424957841484
943.png	8926.0	13955.0	0.6396273737011824
944.png	3387.0	6459.0	0.5243845796562936
945.png	9972.0	13587.0	0.7339368514020755
946.png	1163.0	2183.0	0.532753092075126
947.png	1421.0	4888.0	0.2907119476268412
948.png	588.0	1028.0	0.5719844357976653
949.png	2322.0	2768.0	0.8388728323699421
95.png	5029.0	6408.0	0.7848002496878901
950.png	4515.0	7020.0	0.6431623931623932
951.png	4525.0	6286.0	0.7198536430162266
952.png	2338.0	4038.0	0.5789995047052997
953.png	2147.0	3241.0	0.6624498611539649
954.png	4143.0	5587.0	0.741542867370682
955.png	3743.0	6186.0	0.6050759780148723
956.png	781.0	3094.0	0.2524240465416936
958.png	260.0	1044.0	0.24904214559386972
959.png	162.0	458.0	0.3537117903930131
96.png	929.0	2283.0	0.4069207183530442
960.png	721.0	1576.0	0.45748730964467005
961.png	126.0	1273.0	0.09897879025923016
962.png	496.0	701.0	0.7075606276747504
963.png	472.0	739.0	0.638700947225981
964.png	3389.0	5470.0	0.6195612431444242
965.png	1612.0	2950.0	0.5464406779661017
966.png	607.0	830.0	0.7313253012048193
967.png	4654.0	6467.0	0.7196536261017473
968.png	2619.0	2872.0	0.911908077994429
969.png	2506.0	3513.0	0.7133504127526331
97.png	6787.0	7814.0	0.8685692347069363
970.png	2525.0	3153.0	0.800824611481129
971.png	324.0	691.0	0.46888567293777134
972.png	115.0	3364.0	0.03418549346016647
973.png	2689.0	4760.0	0.5649159663865546
974.png	4727.0	6365.0	0.7426551453260015
975.png	2515.0	4051.0	0.6208343618859541
976.png	0.0	214.0	0.0
977.png	0.0	900.0	0.0
978.png	316.0	2260.0	0.13982300884955753
979.png	769.0	3707.0	0.20744537361748044
98.png	5511.0	8580.0	0.6423076923076924
980.png	1119.0	1851.0	0.6045380875202593
981.png	0.0	383.0	0.0
982.png	3175.0	3888.0	0.8166152263374485
983.png	704.0	2740.0	0.2569343065693431
984.png	4476.0	5263.0	0.8504655139654189
985.png	1154.0	3094.0	0.37297996121525534
986.png	1576.0	3534.0	0.4459535936615733
987.png	2423.0	3083.0	0.7859228024651314
988.png	1116.0	1386.0	0.8051948051948052
989.png	1058.0	1868.0	0.5663811563169164
99.png	2279.0	5116.0	0.4454652071931196
990.png	2880.0	3908.0	0.736949846468782
991.png	130.0	4193.0	0.03100405437634152
992.png	4448.0	6131.0	0.7254933942260643
993.png	1961.0	4423.0	0.4433642324214334
994.png	3569.0	5055.0	0.7060336300692384
995.png	463.0	596.0	0.7768456375838926
996.png	22.0	122.0	0.18032786885245902
997.png	3320.0	6929.0	0.47914561985856546
998.png	1028.0	1809.0	0.568269762299613
999.png	3112.0	5115.0	0.6084066471163245
